Timestamp,TimeDelta,RtpTimeDelta,SizeDelta,RCState,NumDeltas,BWState,NoiseVar,RecvRate,RecvBWE,SSRC,LastT,Threshold,TimeOverUsing,RCRegion,RCAvgMax,RCVarMax
303074553,   54,   64.000000,  -863, -, 459, 1,          -,      -,      -,         -,-24.102734, 12.500000, -1.000000, -,      -,       -
303074617,    -,           -,     -, 0,   -, -, 226.083760, 261872, 240293,1843363638,         -,         -,         -, 0, 298304,0.537722
303074626,   76,   68.000000,   247, -, 460, 1,          -,      -,      -,         -,-23.446716, 12.500000, -1.000000, -,      -,       -
303074658,   77,   37.000000,  -187, -, 461, 1,          -,      -,      -,         -,-17.627689, 12.500000, -1.000000, -,      -,       -
303074687,   19,   33.000000, -1746, -, 462, 1,          -,      -,      -,         -,-16.154522, 12.500000, -1.000000, -,      -,       -
303074773,   29,   36.000000,   863, -, 463, 1,          -,      -,      -,         -,-18.802413, 12.500000, -1.000000, -,      -,       -
303074783,   86,   69.000000,  -120, -, 464, 1,          -,      -,      -,         -,-16.135917, 12.500000, -1.000000, -,      -,       -
303074819,    -,           -,     -, 0,   -, -, 226.083760, 247544, 240293,1843363638,         -,         -,         -, 0, 298304,0.537722
303074835,    9,   33.000000,  -191, -, 465, 1,          -,      -,      -,         -,-19.147237, 12.500000, -1.000000, -,      -,       -
303074909,   68,   69.000000,  1404, -, 466, 1,          -,      -,      -,         -,-22.054429, 12.500000, -1.000000, -,      -,       -
303074935,   69,   35.000000,  -264, -, 467, 1,          -,      -,      -,         -,-16.620190, 12.500000, -1.000000, -,      -,       -
303074985,   15,   34.000000, -1558, -, 468, 1,          -,      -,      -,         -,-16.188734, 12.500000, -1.000000, -,      -,       -
303075020,    -,           -,     -, 0,   -, -, 226.083760, 239200, 240293,1843363638,         -,         -,         -, 0, 298304,0.537722
303075059,   65,   69.000000,  1912, -, 469, 1,          -,      -,      -,         -,-20.691990, 12.500000, -1.000000, -,      -,       -
303075126,   75,   69.000000,   118, -, 470, 1,          -,      -,      -,         -,-19.995463, 12.500000, -1.000000, -,      -,       -
303075197,   76,   36.000000,   -78, -, 471, 1,          -,      -,      -,         -,-13.765221, 12.500000, -1.000000, -,      -,       -
303075222,    -,           -,     -, 0,   -, -, 226.083760, 232320, 240293,1843363638,         -,         -,         -, 0, 298304,0.537722
303075267,   60,   69.000000,  -171, -, 472, 1,          -,      -,      -,         -,-14.744037, 12.500000, -1.000000, -,      -,       -
303075340,   67,   68.000000,   -80, -, 473, 1,          -,      -,      -,         -,-14.689792, 12.500000, -1.000000, -,      -,       -
303075407,   99,  104.000000,  1102, -, 474, 1,          -,      -,      -,         -,-17.803150, 12.500000, -1.000000, -,      -,       -
303075424,    -,           -,     -, 0,   -, -, 226.083760, 245480, 240293,1843363638,         -,         -,         -, 0, 298304,0.537722
303075483,   44,   35.000000, -1013, -, 475, 1,          -,      -,      -,         -,-14.187906, 12.500000, -1.000000, -,      -,       -
303075556,   74,   69.000000,  -323, -, 476, 1,          -,      -,      -,         -,-12.658696, 12.500000, -1.000000, -,      -,       -
303075620,   79,  103.000000,   273, -, 477, 1,          -,      -,      -,         -,-17.076045, 12.500000, -1.000000, -,      -,       -
303075630,    -,           -,     -, 0,   -, -, 226.083760, 236016, 240293,1843363638,         -,         -,         -, 0, 298304,0.537722
303075695,   67,   35.000000,  -367, -, 478, 0,          -,      -,      -,         -,-11.100992, 12.500000, -1.000000, -,      -,       -
303075774,   78,  103.000000,   442, -, 479, 1,          -,      -,      -,         -,-16.011528, 12.500000, -1.000000, -,      -,       -
303075792,   63,   36.000000,  -240, -, 480, 0,          -,      -,      -,         -,-11.163560, 12.500000, -1.000000, -,      -,       -
303075842,    -,           -,     -, 1,   -, -, 227.687832, 239096, 241293,1843363638,         -,         -,         -, 0, 298304,0.537722
303075852,   10,   34.000000, -1556, -, 481, 0,          -,      -,      -,         -,-11.540411, 12.500000, -1.000000, -,      -,       -
303075909,   75,   70.000000,  1625, -, 482, 1,          -,      -,      -,         -,-14.270472, 12.500000, -1.000000, -,      -,       -
303075926,   52,   35.000000,  -339, -, 483, 0,          -,      -,      -,         -,-10.806104, 12.500000, -1.000000, -,      -,       -
303075990,    7,   34.000000, -1320, -, 484, 0,          -,      -,      -,         -,-12.175379, 12.500000, -1.000000, -,      -,       -
303076044,    -,           -,     -, 1,   -, -, 227.229457, 241400, 244000,1843363638,         -,         -,         -, 0, 298304,0.537722
303076061,   78,   70.000000,  1722, -, 485, 1,          -,      -,      -,         -,-14.627439, 12.500000, -1.000000, -,      -,       -
303076077,   68,   35.000000,  -367, -, 486, 0,          -,      -,      -,         -, -8.584943, 12.500000, -1.000000, -,      -,       -
303076127,    6,   34.000000, -1242, -, 487, 0,          -,      -,      -,         -,-10.288733, 12.500000, -1.000000, -,      -,       -
303076151,   62,   35.000000,  1410, -, 488, 0,          -,      -,      -,         -, -9.050586, 12.500000, -1.000000, -,      -,       -
303076188,   11,   35.000000, -1583, -, 489, 0,          -,      -,      -,         -, -9.382120, 12.500000, -1.000000, -,      -,       -
303076248,    -,           -,     -, 1,   -, -, 226.373299, 237032, 246765,1843363638,         -,         -,         -, 0, 298304,0.537722
303076272,   53,   34.000000,  1735, -, 490, 0,          -,      -,      -,         -,-10.124390, 12.500000, -1.000000, -,      -,       -
303076334,   90,   69.000000,   129, -, 491, 0,          -,      -,      -,         -, -7.059851, 12.500000, -1.000000, -,      -,       -
303076367,   66,   68.000000,   749, -, 492, 0,          -,      -,      -,         -, -8.981496, 12.500000, -1.000000, -,      -,       -
303076411,    7,   35.000000, -2642, -, 493, 0,          -,      -,      -,         -, -7.663820, 12.500000, -1.000000, -,      -,       -
303076452,    -,           -,     -, 1,   -, -, 225.761257, 234752, 249561,1843363638,         -,         -,         -, 0, 298304,0.537722
303076471,   56,   35.000000,  1547, -, 494, 0,          -,      -,      -,         -, -7.674718, 12.500000, -1.000000, -,      -,       -
303076552,   58,   68.000000,   130, -, 495, 0,          -,      -,      -,         -, -9.516984, 12.500000, -1.000000, -,      -,       -
303076616,   80,   68.000000,  -171, -, 496, 0,          -,      -,      -,         -, -7.226666, 12.500000, -1.000000, -,      -,       -
303076653,    -,           -,     -, 1,   -, -, 225.101415, 239600, 252347,1843363638,         -,         -,         -, 0, 298304,0.537722
303076696,   80,  103.000000,   809, -, 497, 1,          -,      -,      -,         -,-12.542753, 12.500000, -1.000000, -,      -,       -
303076767,   74,   35.000000,  -395, -, 498, 0,          -,      -,      -,         -, -5.573084, 12.500000, -1.000000, -,      -,       -
303076836,   61,   69.000000,  -203, -, 499, 0,          -,      -,      -,         -, -6.376171, 12.500000, -1.000000, -,      -,       -
303076854,    -,           -,     -, 1,   -, -, 226.717787, 245992, 255164,1843363638,         -,         -,         -, 0, 298304,0.537722
303076946,   75,  102.000000,    43, -, 500, 0,          -,      -,      -,         -,-10.649140, 12.500000, -1.000000, -,      -,       -
303076990,  106,   36.000000,  -186, -, 501, 0,          -,      -,      -,         -,  0.477743, 12.500000, -1.000000, -,      -,       -
303077048,   47,   68.000000,   255, -, 502, 0,          -,      -,      -,         -, -3.254447, 12.500000, -1.000000, -,      -,       -
303077055,    -,           -,     -, 1,   -, -, 232.125273, 241944, 258013,1843363638,         -,         -,         -, 0, 298304,0.537722
303077125,   52,   69.000000,  -569, -, 503, 0,          -,      -,      -,         -, -4.653469, 12.500000, -1.000000, -,      -,       -
303077209,   77,   68.000000,   -98, -, 504, 0,          -,      -,      -,         -, -3.065884, 12.500000, -1.000000, -,      -,       -
303077257,    -,           -,     -, 1,   -, -, 231.587041, 219176, 260908,1843363638,         -,         -,         -, 0, 298304,0.537722
303077264,   78,  103.000000,  -152, -, 505, 0,          -,      -,      -,         -, -6.539784, 12.500000, -1.000000, -,      -,       -
303077341,   53,   35.000000,  -448, -, 506, 0,          -,      -,      -,         -, -2.877053, 12.500000, -1.000000, -,      -,       -
303077415,   87,   69.000000,  1030, -, 507, 0,          -,      -,      -,         -, -2.268772, 12.500000, -1.000000, -,      -,       -
303077460,    -,           -,     -, 1,   -, -, 232.416729, 197440, 263850,1843363638,         -,         -,         -, 0, 298304,0.537722
303077485,   75,  103.000000,  -142, -, 508, 0,          -,      -,      -,         -, -6.192247, 12.500000, -1.000000, -,      -,       -
303077556,   77,   35.000000,  -177, -, 509, 0,          -,      -,      -,         -,  0.420454, 12.500000, -1.000000, -,      -,       -
303077647,   67,   69.000000,   122, -, 510, 0,          -,      -,      -,         -, -0.125514, 12.500000, -1.000000, -,      -,       -
303077663,    -,           -,     -, 1,   -, -, 236.250358, 186168, 266825,1843363638,         -,         -,         -, 0, 298304,0.537722
303077721,   87,   68.000000,    26, -, 511, 0,          -,      -,      -,         -,  2.644420, 12.500000, -1.000000, -,      -,       -
303077734,   71,   69.000000,    18, -, 512, 0,          -,      -,      -,         -,  2.898811, 12.500000, -1.000000, -,      -,       -
303077777,    7,   35.000000, -1386, -, 513, 0,          -,      -,      -,         -,  1.542111, 12.500000, -1.000000, -,      -,       -
303077794,   52,   35.000000,  1328, -, 514, 0,          -,      -,      -,         -,  1.371408, 12.500000, -1.000000, -,      -,       -
303077867,    -,           -,     -, 1,   -, -, 235.207649, 168784, 266825,1843363638,         -,         -,         -, 0, 298304,0.537722
303077873,    7,   35.000000, -1269, -, 515, 0,          -,      -,      -,         -, -0.218440, 12.500000, -1.000000, -,      -,       -
303077922,   79,   70.000000,  -189, -, 516, 0,          -,      -,      -,         -,  1.506494, 12.500000, -1.000000, -,      -,       -
303077993,   71,   35.000000,  1466, -, 517, 0,          -,      -,      -,         -,  3.888019, 12.500000, -1.000000, -,      -,       -
303078006,   49,   68.000000,  -716, -, 518, 0,          -,      -,      -,         -,  2.509043, 12.500000, -1.000000, -,      -,       -
303078056,   14,   35.000000,  -564, -, 519, 0,          -,      -,      -,         -,  0.528526, 12.500000, -1.000000, -,      -,       -
303078070,    -,           -,     -, 1,   -, -, 234.435816, 158496, 266825,1843363638,         -,         -,         -, 0, 298304,0.537722
303078160,   49,   35.000000,   696, -, 520, 0,          -,      -,      -,         -,  1.194732, 12.500000, -1.000000, -,      -,       -
303078167,  105,   68.000000,  -204, -, 521, 0,          -,      -,      -,         -,  7.052265, 12.500000, -1.000000, -,      -,       -
303078223,    6,   35.000000,  -434, -, 522, 0,          -,      -,      -,         -,  3.653529, 12.500000, -1.000000, -,      -,       -
303078273,    -,           -,     -, 1,   -, -, 143.591153, 216096, 269834,1843363638,         -,         -,         -, 0, 298304,0.537722
303078283,   67,   35.000000,  1085, -, 523, 0,          -,      -,      -,         -,  6.163408, 12.500000, -1.000000, -,      -,       -
303078297,   57,   69.000000,    84, -, 524, 0,          -,      -,      -,         -,  4.220037, 12.500000, -1.000000, -,      -,       -
303078385,    6,   35.000000, -1169, -, 525, 0,          -,      -,      -,         -,  2.314337, 12.500000, -1.000000, -,      -,       -
303078425,  115,   69.000000,  2705, -, 526, 0,          -,      -,      -,         -,  3.611072, 12.500000, -1.000000, -,      -,       -
303078459,   23,   35.000000, -1458, -, 527, 0,          -,      -,      -,         -,  4.780172, 12.500000, -1.000000, -,      -,       -
303078475,    -,           -,     -, 1,   -, -, 150.583747, 312312, 272862,1843363638,         -,         -,         -, 0, 298304,0.537722
303078497,   25,   35.000000, -1243, -, 528, 0,          -,      -,      -,         -,  5.804421, 12.500000, -1.000000, -,      -,       -
303078512,   45,   35.000000,  1147, -, 529, 0,          -,      -,      -,         -,  4.943788, 12.500000, -1.000000, -,      -,       -
303078556,    7,   35.000000, -1142, -, 530, 0,          -,      -,      -,         -,  3.123875, 12.500000, -1.000000, -,      -,       -
303078586,   64,   35.000000,  1709, -, 531, 0,          -,      -,      -,         -,  3.931495, 12.500000, -1.000000, -,      -,       -
303078631,   10,   34.000000, -1522, -, 532, 0,          -,      -,      -,         -,  3.468987, 12.500000, -1.000000, -,      -,       -
303078653,   56,   36.000000,  1146, -, 533, 0,          -,      -,      -,         -,  4.087952, 12.500000, -1.000000, -,      -,       -
303078678,    -,           -,     -, 1,   -, -, 154.214913, 355096, 277158,1843363638,         -,         -,         -, 2,  -1000,0.537722
303078696,   11,   34.000000,  -977, -, 534, 0,          -,      -,      -,         -,  2.669116, 12.500000, -1.000000, -,      -,       -
303078769,   67,   35.000000,  1737, -, 535, 0,          -,      -,      -,         -,  3.860293, 12.500000, -1.000000, -,      -,       -
303078855,   70,   69.000000,  -673, -, 536, 0,          -,      -,      -,         -,  5.367581, 12.500000, -1.000000, -,      -,       -
303078881,    -,           -,     -, 1,   -, -, 153.750280, 373424, 281522,1843363638,         -,         -,         -, 2,  -1000,0.537722
303078911,   78,   68.000000,   216, -, 537, 0,          -,      -,      -,         -,  6.394300, 12.500000, -1.000000, -,      -,       -
303078931,   57,   69.000000,   129, -, 538, 0,          -,      -,      -,         -,  4.341127, 12.500000, -1.000000, -,      -,       -
303078989,    7,   34.000000, -1629, -, 539, 0,          -,      -,      -,         -,  3.655921, 12.500000, -1.000000, -,      -,       -
303079008,   70,   35.000000,  1647, -, 540, 0,          -,      -,      -,         -,  5.472929, 12.500000, -1.000000, -,      -,       -
303079066,    7,   35.000000, -1651, -, 541, 0,          -,      -,      -,         -,  4.687531, 12.500000, -1.000000, -,      -,       -
303079083,    -,           -,     -, 1,   -, -, 153.029482, 403352, 285932,1843363638,         -,         -,         -, 2,  -1000,0.537722
303079086,   69,   35.000000,  1650, -, 542, 0,          -,      -,      -,         -,  6.343262, 12.500000, -1.000000, -,      -,       -
303079142,    8,   35.000000, -1899, -, 543, 0,          -,      -,      -,         -,  6.215235, 12.500000, -1.000000, -,      -,       -
303079201,   74,   70.000000,  2676, -, 544, 0,          -,      -,      -,         -,  1.345584, 12.500000, -1.000000, -,      -,       -
303079274,   76,   35.000000,   -37, -, 545, 0,          -,      -,      -,         -,  7.371854, 12.500000, -1.000000, -,      -,       -
303079285,    -,           -,     -, 1,   -, -, 155.040029, 362216, 290411,1843363638,         -,         -,         -, 2,  -1000,0.537722
303079354,   54,   69.000000,  -932, -, 546, 0,          -,      -,      -,         -,  7.034706, 12.500000, -1.000000, -,      -,       -
303079414,   96,  103.000000,  1074, -, 547, 0,          -,      -,      -,         -,  3.863384, 12.500000, -1.000000, -,      -,       -
303079486,    -,           -,     -, 1,   -, -, 155.108517, 293096, 294938,1843363638,         -,         -,         -, 2,  -1000,0.537722
303079488,   42,   35.000000, -1113, -, 548, 0,          -,      -,      -,         -,  7.070789, 12.500000, -1.000000, -,      -,       -
303079567,   70,   69.000000,  -340, -, 549, 0,          -,      -,      -,         -,  7.872418, 12.500000, -1.000000, -,      -,       -
303079641,   83,  104.000000,   363, -, 550, 0,          -,      -,      -,         -,  4.110201, 12.500000, -1.000000, -,      -,       -
303079693,    -,           -,     -, 1,   -, -, 155.612803, 261352, 299674,1843363638,         -,         -,         -, 2,  -1000,0.537722
303079711,   71,   35.000000,  -261, -, 551, 0,          -,      -,      -,         -,  9.736682, 12.500000, -1.000000, -,      -,       -
303079781,   63,  104.000000,  -507, -, 552, 0,          -,      -,      -,         -,  4.908430, 12.500000, -1.000000, -,      -,       -
303079851,   78,   70.000000,   502, -, 553, 0,          -,      -,      -,         -,  5.056290, 12.500000, -1.000000, -,      -,       -
303079867,   66,   35.000000,   -88, -, 554, 0,          -,      -,      -,         -,  9.567005, 12.500000, -1.000000, -,      -,       -
303079895,    -,           -,     -, 1,   -, -, 158.386035, 251464, 304369,1843363638,         -,         -,         -, 2,  -1000,0.537722
303079929,    8,   35.000000, -1056, -, 555, 0,          -,      -,      -,         -,  7.787329, 12.500000, -1.000000, -,      -,       -
303079953,   72,   36.000000,  1304, -, 556, 0,          -,      -,      -,         -, 10.316840, 12.500000, -1.000000, -,      -,       -
303079995,   14,   35.000000, -1184, -, 557, 0,          -,      -,      -,         -,  9.626742, 12.500000, -1.000000, -,      -,       -
303080016,   54,   35.000000,  1180, -, 558, 0,          -,      -,      -,         -,  9.998866, 12.500000, -1.000000, -,      -,       -
303080064,    9,   35.000000, -1158, -, 559, 0,          -,      -,      -,         -,  8.557547, 12.500000, -1.000000, -,      -,       -
303080079,   58,   36.000000,   918, -, 560, 0,          -,      -,      -,         -,  9.861049, 12.500000, -1.000000, -,      -,       -
303080095,    -,           -,     -, 1,   -, -, 157.628659, 245048, 309090,1843363638,         -,         -,         -, 2,  -1000,0.537722
303080133,    6,   35.000000, -1291, -, 561, 0,          -,      -,      -,         -,  8.257921, 12.500000, -1.000000, -,      -,       -
303080209,   63,   35.000000,  1414, -, 562, 0,          -,      -,      -,         -,  9.445105, 12.500000, -1.000000, -,      -,       -
303080231,   79,   69.000000,   334, -, 563, 0,          -,      -,      -,         -, 10.185585, 12.500000, -1.000000, -,      -,       -
303080288,    9,   35.000000, -1729, -, 564, 0,          -,      -,      -,         -,  9.853551, 12.500000, -1.000000, -,      -,       -
303080297,    -,           -,     -, 1,   -, -, 156.891185, 224240, 313932,1843363638,         -,         -,         -, 2,  -1000,0.537722
303080353,   79,   71.000000,  2182, -, 565, 0,          -,      -,      -,         -,  6.718585, 12.500000, -1.000000, -,      -,       -
303080428,   96,   71.000000,  2823, -, 566, 0,          -,      -,      -,         -,  4.773974, 12.500000, -1.000000, -,      -,       -
303080498,    -,           -,     -, 1,   -, -, 157.182470, 247024, 318826,1843363638,         -,         -,         -, 2,  -1000,0.537722
303080513,   48,   70.000000, -2684, -, 567, 0,          -,      -,      -,         -,  6.841077, 12.500000, -1.000000, -,      -,       -
303080577,   66,   36.000000,  -810, -, 568, 0,          -,      -,      -,         -, 12.536472, 12.500000, 18.000000, -,      -,       -
303080644,   72,  104.000000,   197, -, 569, 0,          -,      -,      -,         -,  7.723899, 12.500000, -1.000000, -,      -,       -
303080661,   63,   36.000000,  -182, -, 570, 0,          -,      -,      -,         -, 11.749939, 12.500000, -1.000000, -,      -,       -
303080703,    -,           -,     -, 1,   -, -, 245.921457, 267272, 323896,1843363638,         -,         -,         -, 2,  -1000,0.537722
303080715,    6,   35.000000, -1491, -, 571, 0,          -,      -,      -,         -, 10.535384, 12.500000, -1.000000, -,      -,       -
303080736,   69,   35.000000,  1408, -, 572, 0,          -,      -,      -,         -, 12.545746, 12.500000, 17.500000, -,      -,       -
303080785,    6,   36.000000, -1441, -, 573, 0,          -,      -,      -,         -, 11.104146, 12.500000, -1.000000, -,      -,       -
303080877,   61,   35.000000,  1580, -, 574, 0,          -,      -,      -,         -, 11.685279, 12.500000, -1.000000, -,      -,       -
303080893,   90,   69.000000,  -320, -, 575, 0,          -,      -,      -,         -, 15.136032, 12.500000, 34.500000, -,      -,       -
303080904,    -,           -,     -, 1,   -, -, 245.464825, 275760, 328945,1843363638,         -,         -,         -, 2,  -1000,0.537722
303080929,    7,   36.000000, -1167, -, 576, 0,          -,      -,      -,         -, 13.317377, 12.500000, 70.500000, -,      -,       -
303081011,   48,   35.000000,  1403, -, 577, 0,          -,      -,      -,         -, 12.435882, 12.500000, -1.000000, -,      -,       -
303081027,   80,   69.000000,  -134, -, 578, 0,          -,      -,      -,         -, 14.168638, 12.500000, 34.500000, -,      -,       -
303081084,    6,   36.000000, -1249, -, 579, 0,          -,      -,      -,         -, 12.367229, 12.500000, -1.000000, -,      -,       -
303081091,   57,   35.000000,  1187, -, 580, 0,          -,      -,      -,         -, 13.131038, 12.500000, 17.500000, -,      -,       -
303081107,    -,           -,     -, 1,   -, -, 244.231333, 268104, 334124,1843363638,         -,         -,         -, 2,  -1000,0.537722
303081157,    6,   36.000000, -1204, -, 581, 0,          -,      -,      -,         -, 11.248744, 12.500000, -1.000000, -,      -,       -
303081222,  100,   35.000000,  2468, -, 582, 0,          -,      -,      -,         -, 15.483044, 12.500000, 17.500000, -,      -,       -
303081296,   45,   69.000000,  -650, -, 583, 0,          -,      -,      -,         -, 13.394256, 12.500000, 86.500000, -,      -,       -
303081314,    -,           -,     -, 1,   -, -, 245.549521, 262496, 339489,1843363638,         -,         -,         -, 2,  -1000,0.537722
303081366,   81,  105.000000,  -140, -, 584, 0,          -,      -,      -,         -, 10.360526, 12.500000, -1.000000, -,      -,       -
303081445,   75,   36.000000,   656, -, 585, 0,          -,      -,      -,         -, 14.394007, 12.500000, 18.000000, -,      -,       -
303081460,   62,   69.000000,  -852, -, 586, 0,          -,      -,      -,         -, 15.005263, 12.500000, 87.000000, -,      -,       -
303081512,    6,   35.000000, -1588, -, 587, 0,          -,      -,      -,         -, 14.011115, 12.500000,122.000000, -,      -,       -
303081515,    -,           -,     -, 1,   -, -, 246.497239, 249384, 344781,1843363638,         -,         -,         -, 2,  -1000,0.537722
303081529,   62,   36.000000,  1580, -, 588, 2,          -,      -,      -,         -, 14.550529, 12.500000,  0.000000, -,      -,       -
303081529,    -,           -,     -, 2,   -, -, 246.010740, 252792, 214873,1843363638,         -,         -,         -, 0, 252792,0.510836
303081585,    8,   36.000000, -1544, -, 589, 2,          -,      -,      -,         -, 13.612511, 12.500000, 36.000000, -,      -,       -
303081652,   83,   71.000000,  2122, -, 590, 0,          -,      -,      -,         -, 11.186282, 12.500000, -1.000000, -,      -,       -
303081674,   52,   36.000000,  -365, -, 591, 0,          -,      -,      -,         -, 14.061645, 12.500000, 18.000000, -,      -,       -
303081718,    -,           -,     -, 1,   -, -, 246.298322, 251584, 215873,1843363638,         -,         -,         -, 0, 252792,0.510836
303081729,    9,   35.000000, -1697, -, 592, 0,          -,      -,      -,         -, 13.668628, 12.500000, 53.000000, -,      -,       -
303081787,   76,   36.000000,  1762, -, 593, 0,          -,      -,      -,         -, 15.810817, 12.500000, 89.000000, -,      -,       -
303081860,   50,   69.000000,   -68, -, 594, 0,          -,      -,      -,         -, 13.283684, 12.500000,158.000000, -,      -,       -
303081921,    -,           -,     -, 1,   -, -, 246.016976, 261944, 218307,1843363638,         -,         -,         -, 0, 252792,0.510836
303081943,   77,  105.000000,    94, -, 595, 0,          -,      -,      -,         -,  9.237681, 12.500000, -1.000000, -,      -,       -
303082000,   78,   36.000000,  -429, -, 596, 0,          -,      -,      -,         -, 15.679378, 12.500000, 18.000000, -,      -,       -
303082083,   55,   69.000000,  -364, -, 597, 0,          -,      -,      -,         -, 14.432063, 12.500000, 87.000000, -,      -,       -
303082099,   81,   69.000000,   -45, -, 598, 2,          -,      -,      -,         -, 16.104200, 12.500000,  0.000000, -,      -,       -
303082099,    -,           -,     -, 2,   -, -, 250.691202, 251560, 213826,1843363638,         -,         -,         -, 0, 252730,0.485565
303082124,    -,           -,     -, 2,   -, -, 250.691202, 251560, 213826,1843363638,         -,         -,         -, 0, 252671,0.461532
303082145,    8,   36.000000, -1160, -, 599, 2,          -,      -,      -,         -, 14.451216, 12.500000, 36.000000, -,      -,       -
303082227,   67,   36.000000,  1481, -, 600, 2,          -,      -,      -,         -, 15.870833, 12.500000, 72.000000, -,      -,       -
303082297,   61,   69.000000,  -680, -, 601, 2,          -,      -,      -,         -, 16.025378, 12.500000,  0.000000, -,      -,       -
303082325,    -,           -,     -, 2,   -, -, 250.691202, 217656, 185008,1843363638,         -,         -,         -, 0, 217656,0.438455
303082363,   71,   69.000000,  -697, -, 602, 2,          -,      -,      -,         -, 17.581360, 12.500000, 69.000000, -,      -,       -
303082440,  107,   69.000000,  3185, -, 603, 2,          -,      -,      -,         -, 16.724315, 12.500000,138.000000, -,      -,       -
303082461,   45,   70.000000, -1837, -, 604, 2,          -,      -,      -,         -, 16.731476, 12.500000,  0.000000, -,      -,       -
303082515,   11,   36.000000, -1514, -, 605, 2,          -,      -,      -,         -, 16.120077, 12.500000, 36.000000, -,      -,       -
303082527,    -,           -,     -, 2,   -, -, 250.691202, 213024, 181070,1843363638,         -,         -,         -, 0, 217424,0.420985
303082584,   71,   36.000000,  1920, -, 606, 2,          -,      -,      -,         -, 17.289426, 12.500000, 72.000000, -,      -,       -
303082653,   65,   69.000000,    75, -, 607, 2,          -,      -,      -,         -, 16.535950, 12.500000,141.000000, -,      -,       -
303082730,    -,           -,     -, 2,   -, -, 250.691202, 202472, 172101,1843363638,         -,         -,         -, 0, 216676,0.446497
303082742,   72,  105.000000,  -100, -, 608, 0,          -,      -,      -,         -, 11.949238, 12.500000, -1.000000, -,      -,       -
303082801,   75,   36.000000,  -198, -, 609, 0,          -,      -,      -,         -, 17.849726, 12.500000, 18.000000, -,      -,       -
303082822,   67,   70.000000,  -301, -, 610, 0,          -,      -,      -,         -, 17.971617, 12.500000, 88.000000, -,      -,       -
303082871,   12,   35.000000, -1340, -, 611, 0,          -,      -,      -,         -, 17.289093, 12.500000,123.000000, -,      -,       -
303082902,   62,   37.000000,  1800, -, 612, 0,          -,      -,      -,         -, 17.269023, 12.500000,160.000000, -,      -,       -
303082935,    -,           -,     -, 1,   -, -, 252.056421, 206512, 173101,1843363638,         -,         -,         -, 0, 216676,0.446497
303082946,   17,   35.000000, -1770, -, 613, 2,          -,      -,      -,         -, 18.144144, 12.500000,  0.000000, -,      -,       -
303082946,    -,           -,     -, 2,   -, -, 251.577235, 208160, 173101,1843363638,         -,         -,         -, 0, 216250,0.439309
303082974,   56,   36.000000,  1958, -, 614, 2,          -,      -,      -,         -, 17.098639, 12.500000, 36.000000, -,      -,       -
303083022,   16,   36.000000, -1995, -, 615, 2,          -,      -,      -,         -, 18.141270, 12.500000, 72.000000, -,      -,       -
303083042,   62,   36.000000,  1936, -, 616, 2,          -,      -,      -,         -, 18.000108, 12.500000,108.000000, -,      -,       -
303083096,    7,   36.000000, -1999, -, 617, 2,          -,      -,      -,         -, 17.741664, 12.500000,144.000000, -,      -,       -
303083129,   70,   36.000000,  2016, -, 618, 2,          -,      -,      -,         -, 18.628048, 12.500000,  0.000000, -,      -,       -
303083140,    -,           -,     -, 2,   -, -, 251.577235, 225016, 173101,1843363638,         -,         -,         -, 0, 216689,0.433342
303083159,   16,   36.000000, -1939, -, 619, 2,          -,      -,      -,         -, 19.582876, 12.500000, 36.000000, -,      -,       -
303083234,   50,   36.000000,  1843, -, 620, 2,          -,      -,      -,         -, 17.833965, 12.500000, 72.000000, -,      -,       -
303083296,   67,   70.000000,  -436, -, 621, 2,          -,      -,      -,         -, 18.242838, 12.500000,  0.000000, -,      -,       -
303083343,    -,           -,     -, 2,   -, -, 251.577235, 249608, 173101,1843363638,         -,         -,         -, 0, 218335,0.635641
303083374,   85,   69.000000,   800, -, 622, 2,          -,      -,      -,         -, 18.951781, 12.500000, 69.000000, -,      -,       -
303083450,   44,   70.000000, -1382, -, 623, 2,          -,      -,      -,         -, 17.851695, 12.500000,139.000000, -,      -,       -
303083518,   75,   69.000000,    12, -, 624, 2,          -,      -,      -,         -, 18.700511, 12.500000,  0.000000, -,      -,       -
303083530,   68,   70.000000,    -7, -, 625, 2,          -,      -,      -,         -, 18.361273, 12.500000, 70.000000, -,      -,       -
303083545,    -,           -,     -, 2,   -, -, 251.577235, 217344, 173101,1843363638,         -,         -,         -, 0, 218285,0.604062
303083598,   12,   36.000000,  -822, -, 626, 2,          -,      -,      -,         -, 16.346771, 12.500000,106.000000, -,      -,       -
303083660,   81,   72.000000,  1609, -, 627, 2,          -,      -,      -,         -, 14.226672, 12.500000,178.000000, -,      -,       -
303083677,   60,   36.000000,  -237, -, 628, 2,          -,      -,      -,         -, 18.543382, 12.500000,  0.000000, -,      -,       -
303083741,    7,   36.000000, -1373, -, 629, 2,          -,      -,      -,         -, 16.884731, 12.500000, 36.000000, -,      -,       -
303083747,    -,           -,     -, 2,   -, -, 251.577235, 205464, 173101,1843363638,         -,         -,         -, 0, 217644,0.607943
303083815,   74,   36.000000,  1566, -, 630, 2,          -,      -,      -,         -, 19.500843, 12.500000, 72.000000, -,      -,       -
303083836,   73,   70.000000,     1, -, 631, 2,          -,      -,      -,         -, 19.930796, 12.500000,  0.000000, -,      -,       -
